id,date,cheveux,age,exp,salaire,sexe,diplome,specialite,note,dispo,embauche
330,2014-10-02,brun,29.0,6.0,30176.0,M,master,forage,88.33,oui,1
331,2012-09-09,brun,43.0,9.0,30054.0,M,doctorat,forage,103.23,oui,0
332,2011-11-14,brun,36.0,10.0,30672.0,F,licence,forage,77.88,non,0
333,2014-03-07,brun,26.0,6.0,36075.0,F,licence,forage,87.5,non,0
334,2010-04-12,blond,25.0,10.0,33258.0,F,bac,geologie,55.17,non,0
335,2011-02-10,brun,21.0,13.0,35246.0,F,licence,geologie,82.13,non,0
336,2012-02-26,blond,30.0,11.0,37901.0,M,bac,geologie,28.16,non,0
337,2011-09-28,brun,22.0,8.0,35138.0,F,licence,geologie,75.07,non,0
338,2011-06-07,blond,40.0,12.0,36023.0,F,bac,geologie,64.25,non,0
339,2014-01-28,chatain,27.0,6.0,49264.0,M,licence,detective,39.07,oui,0
340,2014-07-24,chatain,31.0,10.0,30228.0,M,master,geologie,72.29,non,0
341,2010-02-12,chatain,35.0,8.0,36725.0,M,master,detective,75.43,oui,0
342,2012-12-05,chatain,49.0,12.0,32356.0,M,master,geologie,48.09,non,0
343,2013-04-08,roux,53.0,8.0,40372.0,M,bac,forage,47.91,non,0
344,2013-08-12,blond,29.0,10.0,41140.0,M,bac,geologie,68.17,non,0
345,2013-03-27,brun,38.0,12.0,39949.0,M,master,detective,76.26,oui,0
346,2014-03-23,brun,40.0,8.0,34407.0,M,master,geologie,59.88,non,0
347,2011-12-07,roux,31.0,12.0,27890.0,M,licence,geologie,,non,0
348,2013-01-15,brun,25.0,9.0,32202.0,M,master,geologie,65.92,non,0
349,2012-09-14,chatain,32.0,,31588.0,F,doctorat,detective,87.39,oui,0
350,2013-03-09,brun,37.0,10.0,32008.0,F,master,detective,74.63,non,0
351,2012-04-24,chatain,29.0,9.0,35984.0,F,master,forage,55.38,non,1
352,2010-10-29,brun,33.0,6.0,33727.0,M,master,geologie,81.4,non,0
353,2012-12-30,chatain,42.0,7.0,39093.0,M,doctorat,forage,94.84,oui,0
354,2013-02-09,brun,32.0,8.0,35720.0,F,licence,forage,63.42,non,1
355,2011-09-26,blond,35.0,15.0,31921.0,M,licence,geologie,68.47,non,0
356,2010-03-11,chatain,40.0,9.0,35716.0,F,licence,geologie,57.82,non,0
357,2011-02-09,brun,30.0,6.0,38028.0,M,licence,geologie,84.61,non,0
358,2012-01-13,brun,37.0,8.0,43824.0,M,bac,forage,12.44,non,0
359,2011-11-17,blond,36.0,7.0,26372.0,M,master,forage,97.41,oui,0
360,2013-01-23,blond,42.0,10.0,37688.0,M,licence,geologie,75.98,non,0
361,2012-07-29,brun,38.0,9.0,28449.0,M,doctorat,geologie,94.66,oui,0
362,2011-08-29,roux,22.0,11.0,31662.0,M,bac,geologie,36.32,non,0
363,2014-01-16,blond,46.0,6.0,37723.0,M,licence,geologie,43.96,non,0
364,2014-02-26,blond,47.0,8.0,39577.0,M,bac,geologie,51.46,non,0
365,2012-11-29,brun,25.0,14.0,37241.0,M,licence,geologie,50.22,non,0
366,2010-08-28,brun,35.0,10.0,26158.0,F,doctorat,detective,100.36,oui,0
367,2012-07-06,blond,40.0,13.0,41743.0,F,licence,geologie,86.27,oui,1
368,2011-09-14,chatain,29.0,9.0,30850.0,F,doctorat,detective,110.07,oui,0
369,2012-03-21,chatain,45.0,9.0,36976.0,M,master,geologie,68.13,oui,1
370,2013-11-08,blond,22.0,10.0,38952.0,M,bac,geologie,39.34,non,0
371,2012-07-07,brun,48.0,4.0,44896.0,M,bac,geologie,44.53,non,0
372,2012-05-26,brun,37.0,8.0,31791.0,M,master,geologie,84.28,non,0
373,2012-09-23,blond,32.0,10.0,35139.0,M,master,geologie,63.1,oui,0
374,2013-01-21,blond,59.0,6.0,43473.0,F,bac,forage,73.39,non,0
375,2010-11-12,chatain,26.0,7.0,33716.0,F,licence,geologie,69.46,non,0
376,2013-10-16,blond,46.0,6.0,25339.0,F,master,geologie,122.6,non,0
377,2014-07-01,chatain,32.0,8.0,32355.0,F,doctorat,forage,108.67,oui,0
378,2012-01-08,brun,54.0,8.0,33599.0,F,licence,forage,85.28,non,0
379,2010-11-24,brun,45.0,14.0,37748.0,M,licence,detective,75.74,oui,1
380,2011-09-20,roux,33.0,11.0,33907.0,M,bac,forage,52.71,non,0
381,2010-07-20,blond,28.0,7.0,30759.0,M,master,geologie,85.4,non,0
382,2011-06-25,brun,34.0,8.0,41880.0,M,master,detective,76.12,oui,0
383,2010-10-01,chatain,36.0,4.0,33180.0,M,master,forage,78.84,oui,0
384,2012-09-02,blond,21.0,10.0,35537.0,M,licence,forage,88.62,oui,0
385,2010-09-22,chatain,47.0,10.0,38392.0,F,doctorat,archeologie,105.21,oui,0
386,2011-04-20,blond,34.0,12.0,31999.0,M,master,forage,69.89,oui,0
387,2013-09-12,chatain,,7.0,39709.0,M,master,geologie,95.51,oui,0
388,2011-08-15,brun,34.0,12.0,29495.0,F,licence,geologie,88.84,non,0
389,2010-12-20,chatain,56.0,6.0,43874.0,F,master,archeologie,76.91,oui,0
390,2013-11-24,blond,21.0,11.0,30548.0,M,master,forage,97.41,oui,0
391,2014-02-03,blond,52.0,11.0,28560.0,M,doctorat,geologie,85.2,oui,0
392,2012-05-26,chatain,23.0,5.0,36622.0,M,doctorat,detective,80.04,oui,0
393,2011-08-14,chatain,38.0,13.0,28715.0,F,doctorat,detective,109.78,oui,0
394,2010-07-18,blond,45.0,12.0,35483.0,M,licence,forage,49.51,non,0
395,2010-04-16,chatain,50.0,6.0,24816.0,F,doctorat,forage,99.64,oui,0
396,2012-02-27,brun,32.0,9.0,28547.0,F,master,geologie,93.84,non,0
397,2011-03-14,brun,19.0,10.0,41507.0,M,licence,forage,62.02,oui,0
398,2010-12-14,roux,26.0,9.0,38943.0,M,bac,forage,66.25,oui,0
399,2012-07-26,blond,34.0,6.0,31424.0,M,licence,forage,82.34,non,0
400,2012-08-28,chatain,35.0,8.0,32240.0,F,master,geologie,84.31,non,0
401,2013-07-05,chatain,29.0,12.0,29313.0,F,master,geologie,75.72,non,0
402,2013-03-28,chatain,18.0,9.0,35635.0,F,master,geologie,72.94,non,0
403,2013-10-28,blond,37.0,10.0,38170.0,M,licence,geologie,72.36,oui,0
404,2011-12-20,chatain,40.0,5.0,34061.0,M,doctorat,geologie,73.42,non,0
405,2010-08-29,brun,53.0,5.0,35546.0,M,licence,geologie,64.75,non,0
406,2013-06-29,chatain,26.0,8.0,29023.0,F,doctorat,forage,93.71,non,0
407,2012-02-07,brun,36.0,7.0,30588.0,M,master,geologie,68.45,non,0
408,2011-03-28,blond,57.0,11.0,33902.0,F,licence,geologie,71.09,non,0
409,2014-09-15,brun,31.0,14.0,29945.0,F,master,forage,75.95,non,0
410,2014-04-22,chatain,45.0,11.0,33878.0,M,master,geologie,88.85,non,0
411,2013-02-26,brun,43.0,12.0,28825.0,F,master,geologie,82.2,non,0
412,2014-04-02,blond,41.0,14.0,38962.0,M,licence,geologie,60.02,non,0
413,2012-11-16,brun,49.0,8.0,30115.0,F,doctorat,detective,100.76,oui,0
414,2011-03-11,brun,43.0,6.0,44329.0,F,licence,geologie,77.07,non,0
415,2014-10-29,brun,38.0,8.0,34963.0,F,master,detective,71.18,oui,0
416,2014-03-21,chatain,52.0,5.0,28806.0,M,doctorat,forage,91.02,oui,1
417,2013-11-16,blond,27.0,11.0,37115.0,M,licence,detective,83.14,non,1
418,2013-06-30,chatain,36.0,9.0,30074.0,F,doctorat,archeologie,103.06,oui,0
419,2011-12-28,brun,34.0,8.0,49713.0,M,licence,geologie,51.98,oui,0
420,2011-12-04,chatain,34.0,9.0,37572.0,F,licence,geologie,72.15,non,0
421,2014-12-04,brun,29.0,11.0,33704.0,M,licence,archeologie,79.1,non,1
422,2010-09-10,brun,35.0,14.0,27592.0,F,master,detective,104.73,non,0
423,2014-11-07,chatain,42.0,9.0,35468.0,F,licence,geologie,63.04,non,0
424,2013-07-05,brun,51.0,4.0,32443.0,F,licence,detective,92.5,non,0
425,2014-12-03,chatain,33.0,14.0,28907.0,F,master,forage,97.09,non,0
426,2011-12-09,blond,27.0,9.0,37427.0,F,licence,detective,76.07,non,0
427,2010-02-23,chatain,32.0,13.0,33513.0,M,doctorat,forage,92.05,oui,0
428,2012-09-04,chatain,25.0,14.0,32645.0,M,licence,geologie,52.67,non,0
429,2013-08-21,chatain,34.0,7.0,31066.0,M,doctorat,geologie,124.41,oui,0
430,2014-04-06,chatain,39.0,14.0,36098.0,F,licence,detective,77.79,non,0
431,2011-07-01,chatain,16.0,12.0,31007.0,F,master,forage,86.46,non,0
432,2013-03-18,blond,44.0,3.0,36475.0,M,master,forage,78.21,oui,1
433,2013-09-25,chatain,33.0,14.0,39865.0,M,master,geologie,64.7,non,0
434,2013-02-24,roux,13.0,11.0,30595.0,M,bac,forage,55.07,non,0
435,2014-09-09,brun,39.0,8.0,38156.0,M,licence,geologie,53.23,non,0
436,2014-02-02,blond,31.0,6.0,48510.0,M,bac,geologie,37.78,oui,0
437,2013-03-16,blond,37.0,5.0,37164.0,M,master,detective,93.03,oui,0
438,2012-01-02,brun,35.0,12.0,30552.0,F,master,forage,93.87,oui,0
439,2013-09-29,brun,40.0,16.0,32585.0,F,master,detective,79.54,oui,0
440,2011-08-20,brun,34.0,8.0,39214.0,F,master,detective,88.03,oui,0
441,2011-11-12,chatain,28.0,13.0,37930.0,F,master,forage,65.63,non,0
442,2013-09-26,brun,33.0,9.0,33433.0,F,master,detective,83.86,non,0
443,2011-12-13,blond,38.0,13.0,29892.0,M,licence,geologie,74.72,non,0
444,2011-01-16,chatain,51.0,11.0,31466.0,F,doctorat,forage,100.92,oui,0
445,2012-12-31,blond,7.0,11.0,37863.0,M,licence,geologie,47.64,non,0
446,2013-12-12,chatain,24.0,12.0,37505.0,F,licence,archeologie,67.64,non,0
447,2012-03-16,chatain,27.0,13.0,42707.0,M,master,,74.4,oui,0
448,2011-03-27,roux,25.0,12.0,20669.0,F,master,detective,112.1,non,0
449,2010-03-06,blond,40.0,6.0,36846.0,M,licence,forage,60.4,oui,0
450,2014-03-27,brun,29.0,10.0,38799.0,M,master,geologie,75.88,oui,0
451,2012-07-10,roux,41.0,12.0,40069.0,M,bac,detective,72.21,non,0
452,2010-04-26,chatain,26.0,7.0,35394.0,F,doctorat,archeologie,89.99,oui,0
453,2012-04-28,brun,31.0,9.0,28446.0,F,doctorat,detective,116.38,oui,0
454,2014-03-02,blond,22.0,11.0,36447.0,M,licence,detective,56.4,oui,0
455,2014-08-27,blond,43.0,6.0,42689.0,M,bac,geologie,43.28,non,0
456,2012-04-15,chatain,24.0,8.0,32269.0,F,master,detective,91.4,oui,1
457,2014-08-05,roux,49.0,11.0,36773.0,F,licence,forage,85.61,non,0
458,2011-11-09,blond,37.0,10.0,38569.0,F,licence,detective,94.45,oui,0
459,2012-01-25,blond,38.0,7.0,43784.0,M,bac,geologie,47.18,non,0
460,2013-04-24,brun,34.0,16.0,37351.0,M,master,forage,79.1,oui,1
461,2012-11-23,chatain,38.0,15.0,34261.0,F,master,geologie,77.06,non,0
462,2012-10-30,roux,47.0,6.0,40299.0,M,licence,detective,67.91,oui,0
463,2010-11-17,chatain,29.0,11.0,36387.0,M,master,detective,67.38,oui,0
464,2013-07-07,chatain,38.0,9.0,37052.0,M,licence,geologie,71.79,non,0
465,2012-03-10,blond,28.0,3.0,36549.0,F,licence,detective,82.83,oui,0
466,2012-11-17,blond,34.0,9.0,33873.0,M,licence,geologie,57.73,non,0
467,2013-06-14,brun,51.0,9.0,28787.0,M,master,geologie,93.66,oui,0
468,2014-07-21,blond,35.0,5.0,31127.0,M,master,forage,83.99,oui,0
469,2011-10-13,brun,50.0,10.0,36358.0,M,licence,geologie,46.65,non,0
470,,chatain,20.0,9.0,33082.0,F,doctorat,detective,87.74,oui,0
471,2011-11-11,blond,36.0,6.0,36655.0,M,master,forage,64.92,oui,0
472,2014-07-14,chatain,36.0,9.0,37729.0,M,master,geologie,63.73,non,0
473,2012-06-03,roux,33.0,5.0,38923.0,F,bac,geologie,62.36,non,0
474,2011-09-25,blond,36.0,11.0,45980.0,F,bac,detective,73.69,non,1
475,2012-09-15,brun,28.0,11.0,43615.0,F,master,geologie,72.1,oui,1
476,2012-03-27,blond,41.0,8.0,24293.0,M,doctorat,geologie,100.98,oui,0
477,2014-02-27,brun,17.0,12.0,43786.0,M,licence,geologie,51.61,non,0
478,2012-10-31,chatain,34.0,12.0,38082.0,F,master,forage,83.87,non,0
479,2013-04-17,roux,31.0,13.0,30945.0,M,licence,geologie,76.51,non,0
480,,brun,32.0,10.0,39752.0,M,master,geologie,63.07,oui,0
481,2011-11-12,brun,37.0,9.0,25611.0,M,doctorat,geologie,97.41,non,0
482,2014-02-07,blond,25.0,14.0,34887.0,M,bac,geologie,61.01,non,0
483,2013-04-30,brun,33.0,11.0,33704.0,F,master,forage,80.72,oui,0
484,2010-08-26,brun,31.0,10.0,43124.0,F,licence,archeologie,64.4,oui,0
485,2014-07-02,blond,35.0,11.0,32709.0,M,master,detective,97.74,oui,0
486,2011-08-01,chatain,27.0,13.0,35616.0,M,licence,geologie,62.76,non,0
487,2010-07-02,blond,26.0,9.0,25094.0,M,master,geologie,72.41,non,0
488,2011-03-18,brun,16.0,5.0,38240.0,M,licence,geologie,40.31,non,0
489,2013-02-25,brun,38.0,14.0,31468.0,M,master,geologie,,oui,1
490,2011-07-10,blond,36.0,7.0,32489.0,M,master,geologie,84.36,non,1
491,2012-10-04,blond,50.0,8.0,42261.0,F,licence,detective,74.07,oui,0
492,2010-03-09,blond,19.0,13.0,35887.0,M,master,geologie,98.78,oui,1
493,2010-03-12,chatain,26.0,8.0,38141.0,M,master,forage,80.67,oui,0
494,2014-01-23,blond,37.0,14.0,29519.0,F,licence,detective,80.12,non,1
495,2012-03-26,roux,39.0,15.0,34163.0,M,licence,forage,111.59,oui,1
496,2010-06-07,chatain,10.0,1.0,33495.0,F,licence,geologie,60.41,non,0
497,2012-10-22,chatain,51.0,8.0,38003.0,M,master,geologie,75.76,oui,0
498,2011-03-18,blond,37.0,9.0,33323.0,M,master,forage,74.23,oui,0
499,2011-12-29,chatain,38.0,15.0,37255.0,F,licence,detective,78.09,non,0
500,2011-06-23,blond,20.0,11.0,37561.0,M,licence,geologie,71.93,oui,0
501,2014-12-14,chatain,35.0,8.0,41632.0,F,doctorat,geologie,49.71,oui,1
502,2010-04-29,roux,13.0,11.0,29852.0,F,licence,geologie,76.84,non,0
503,2012-09-22,chatain,35.0,11.0,35019.0,M,doctorat,forage,49.71,oui,0
504,2013-01-03,brun,34.0,7.0,31017.0,F,master,archeologie,81.38,oui,1
505,2014-09-09,roux,36.0,12.0,28969.0,M,licence,geologie,71.22,non,0
506,2013-05-27,brun,32.0,7.0,31833.0,M,master,geologie,85.08,oui,0
507,2010-04-19,roux,45.0,11.0,38353.0,F,bac,geologie,71.39,non,0
508,2010-08-05,chatain,26.0,5.0,35221.0,F,doctorat,archeologie,69.97,oui,0
509,2012-07-23,blond,38.0,10.0,30685.0,M,master,detective,81.43,oui,0
510,2014-09-29,roux,43.0,7.0,38768.0,M,licence,geologie,54.94,oui,0
511,2013-05-22,chatain,34.0,5.0,37053.0,F,master,archeologie,66.88,oui,0
512,2014-08-17,blond,34.0,9.0,40155.0,M,licence,forage,94.14,oui,1
513,2011-06-10,brun,31.0,12.0,35362.0,M,doctorat,geologie,70.89,oui,1
514,2011-11-01,blond,48.0,12.0,29528.0,F,licence,detective,85.67,non,0
515,2010-04-26,chatain,37.0,14.0,39417.0,F,licence,detective,67.95,non,0
516,2011-02-14,roux,23.0,9.0,38267.0,M,licence,geologie,57.04,non,0
517,2011-11-06,brun,28.0,10.0,34849.0,M,master,forage,57.27,non,0
518,2012-08-19,roux,54.0,6.0,41027.0,M,bac,detective,35.13,non,0
519,2010-12-24,blond,49.0,7.0,34775.0,M,master,geologie,86.46,oui,0
520,2014-02-22,blond,23.0,9.0,40019.0,F,bac,detective,58.92,non,0
521,2012-01-26,blond,25.0,13.0,36495.0,M,licence,geologie,60.52,non,0
522,2013-05-24,chatain,25.0,4.0,37223.0,F,master,archeologie,69.64,non,0
523,2014-11-12,chatain,28.0,4.0,33976.0,M,master,geologie,77.94,oui,0
524,2012-09-12,chatain,44.0,9.0,36317.0,M,master,geologie,56.54,non,0
525,2011-09-13,brun,31.0,,38028.0,F,doctorat,archeologie,100.58,oui,0
526,2014-01-21,brun,27.0,9.0,34391.0,F,licence,forage,59.61,non,1
527,2013-04-18,chatain,22.0,9.0,33773.0,F,doctorat,detective,92.61,oui,0
528,2014-04-22,roux,57.0,9.0,34136.0,M,bac,geologie,28.31,non,0
529,2011-12-16,brun,42.0,9.0,24891.0,F,licence,geologie,73.09,non,0
530,2012-02-29,brun,35.0,9.0,36141.0,F,master,geologie,61.63,oui,1
531,2013-11-07,chatain,43.0,9.0,41726.0,M,doctorat,archeologie,66.22,oui,0
532,2010-01-10,chatain,24.0,10.0,37354.0,F,master,detective,88.63,oui,0
533,2012-06-20,roux,34.0,10.0,38054.0,M,bac,geologie,,non,0
534,2011-03-08,chatain,43.0,7.0,36579.0,F,master,forage,75.77,non,0
535,2013-08-18,blond,35.0,11.0,38895.0,F,bac,forage,72.75,non,1
536,2012-08-19,blond,27.0,13.0,44699.0,M,bac,geologie,64.89,oui,0
537,2014-07-13,blond,33.0,13.0,36021.0,F,licence,detective,70.0,non,0
538,2014-09-09,blond,25.0,11.0,25586.0,M,licence,geologie,56.28,non,0
539,2011-08-25,brun,36.0,6.0,38798.0,M,master,detective,80.83,oui,0
540,2013-02-09,chatain,35.0,13.0,39847.0,F,master,geologie,92.46,oui,0
541,2014-01-15,chatain,50.0,6.0,37568.0,F,doctorat,detective,69.31,oui,0
542,2014-10-16,blond,32.0,17.0,44835.0,M,bac,detective,74.64,oui,0
543,2013-11-29,blond,59.0,6.0,29990.0,F,licence,geologie,89.86,non,0
544,2013-08-15,blond,20.0,12.0,35446.0,M,,geologie,94.07,oui,0
545,2010-01-15,chatain,41.0,9.0,33357.0,F,doctorat,detective,106.2,oui,0
546,2014-08-17,blond,44.0,8.0,36812.0,M,licence,forage,83.68,oui,0
547,2013-08-26,blond,30.0,8.0,37550.0,F,bac,forage,59.09,non,0
548,2014-07-05,brun,53.0,10.0,32750.0,M,master,detective,82.94,oui,0
549,2013-09-25,brun,45.0,12.0,39057.0,M,,forage,85.2,oui,0
550,2013-03-23,brun,21.0,4.0,32974.0,M,master,geologie,91.35,oui,0
551,2011-11-30,brun,38.0,6.0,30615.0,M,licence,detective,73.67,non,1
552,2012-07-09,blond,39.0,13.0,42770.0,M,bac,geologie,42.49,non,0
553,2010-02-10,blond,45.0,14.0,35734.0,M,bac,geologie,68.64,non,0
554,2013-12-26,brun,43.0,9.0,41785.0,,licence,detective,67.59,non,0
555,2012-01-07,blond,18.0,12.0,40171.0,M,licence,geologie,75.01,oui,0
556,2012-10-01,blond,35.0,13.0,22220.0,F,master,geologie,103.6,non,0
557,2013-06-20,chatain,37.0,5.0,29803.0,F,master,detective,71.28,non,0
558,2010-11-13,chatain,26.0,8.0,36370.0,M,master,forage,90.26,oui,0
559,2013-01-16,chatain,34.0,14.0,38348.0,M,master,geologie,52.9,non,0
560,2011-10-04,brun,43.0,13.0,37941.0,F,licence,detective,76.25,non,0
561,2014-05-29,blond,29.0,9.0,29696.0,M,doctorat,geologie,79.26,oui,1
562,2014-01-23,chatain,54.0,7.0,38328.0,F,licence,detective,57.37,non,1
563,2014-12-13,brun,31.0,8.0,38336.0,M,licence,archeologie,80.81,,1
564,2014-03-31,brun,35.0,6.0,34090.0,M,master,forage,80.56,oui,0
565,2014-05-24,chatain,42.0,9.0,33785.0,M,doctorat,detective,109.76,oui,0
566,2013-08-30,chatain,31.0,8.0,31967.0,F,master,geologie,83.4,non,0
567,2010-09-25,chatain,31.0,7.0,31284.0,M,master,geologie,82.39,non,0
568,2013-10-07,chatain,61.0,5.0,34704.0,F,licence,geologie,68.73,non,0
569,2010-10-10,chatain,40.0,13.0,36032.0,F,master,forage,88.67,oui,0
570,2012-02-07,blond,39.0,11.0,34335.0,F,licence,geologie,62.16,non,0
571,2011-06-15,blond,44.0,8.0,36914.0,M,licence,geologie,75.17,non,0
572,2011-12-17,brun,32.0,10.0,31472.0,F,doctorat,archeologie,98.87,oui,0
573,2010-09-28,brun,32.0,12.0,29203.0,M,master,geologie,80.52,non,0
574,2013-09-13,chatain,36.0,0.0,40595.0,F,licence,detective,66.87,oui,0
575,2010-10-17,brun,44.0,7.0,32730.0,M,licence,geologie,78.91,non,0
576,2014-09-10,blond,41.0,10.0,36198.0,M,licence,geologie,76.74,non,0
577,2010-08-20,blond,37.0,10.0,28906.0,F,licence,geologie,67.24,non,0
578,2012-08-05,blond,43.0,8.0,38627.0,M,bac,forage,72.0,non,0
579,2014-02-17,roux,35.0,15.0,42589.0,M,licence,geologie,94.52,oui,1
580,2010-07-08,chatain,43.0,12.0,40205.0,F,master,forage,50.04,non,0
581,2010-11-25,chatain,25.0,10.0,33837.0,F,licence,geologie,73.01,non,0
582,2012-10-27,brun,29.0,7.0,30414.0,M,master,geologie,86.85,non,0
583,2010-01-23,blond,32.0,9.0,27957.0,M,doctorat,geologie,120.74,oui,0
584,2010-11-29,blond,25.0,9.0,35106.0,M,licence,forage,63.37,oui,0
585,2012-04-20,brun,29.0,8.0,29881.0,M,master,geologie,95.84,non,0
586,2012-10-20,blond,35.0,11.0,39134.0,M,master,geologie,81.98,oui,1
587,2011-06-26,brun,37.0,5.0,35602.0,F,licence,geologie,61.5,non,0
588,2014-09-24,blond,42.0,13.0,41431.0,M,licence,geologie,40.84,non,0
589,2012-02-29,chatain,18.0,4.0,27454.0,F,master,,71.74,non,1
590,2013-04-15,chatain,35.0,12.0,36904.0,F,licence,archeologie,70.81,non,1
591,2011-04-12,brun,36.0,6.0,33285.0,M,master,detective,75.14,oui,0
592,2011-11-11,brun,45.0,11.0,29254.0,M,master,geologie,74.59,non,0
593,2013-06-27,blond,21.0,5.0,35501.0,F,licence,detective,79.6,non,0
594,2011-01-20,chatain,56.0,8.0,34784.0,M,doctorat,geologie,80.55,oui,0
595,2010-04-08,blond,37.0,14.0,34698.0,M,licence,forage,75.43,non,0
596,2012-01-28,blond,27.0,9.0,27836.0,F,master,archeologie,91.22,oui,0
597,2014-09-05,blond,19.0,8.0,33297.0,M,licence,geologie,68.01,non,0
598,2013-12-07,brun,34.0,10.0,36660.0,M,licence,detective,51.0,oui,0
599,2010-10-10,brun,44.0,10.0,37102.0,M,master,forage,101.21,oui,0
600,2011-10-09,chatain,40.0,6.0,31228.0,F,doctorat,forage,102.3,oui,0
601,2010-09-13,brun,43.0,8.0,42539.0,M,licence,forage,61.31,non,0
602,2013-07-20,brun,28.0,14.0,32507.0,F,master,archeologie,75.3,oui,0
603,2013-09-23,chatain,20.0,12.0,38785.0,F,licence,detective,71.13,non,0
604,2011-05-06,brun,16.0,12.0,34128.0,M,licence,geologie,87.56,non,0
605,2010-09-17,blond,40.0,12.0,25793.0,M,licence,geologie,79.13,non,0
606,2013-09-29,chatain,24.0,11.0,40359.0,F,master,archeologie,76.65,oui,0
607,2013-09-21,chatain,43.0,8.0,38186.0,M,licence,geologie,69.53,non,0
608,2012-02-23,blond,35.0,8.0,34715.0,F,bac,geologie,56.37,non,0
609,2011-10-20,chatain,39.0,7.0,37205.0,M,master,geologie,52.73,non,0
610,2013-04-19,brun,40.0,6.0,34044.0,F,licence,forage,77.4,non,0
611,2012-03-21,chatain,33.0,5.0,31858.0,F,master,forage,70.91,non,0
612,2011-10-04,blond,28.0,7.0,30819.0,M,master,forage,76.65,oui,0
613,2013-10-28,blond,32.0,7.0,26429.0,F,doctorat,detective,106.01,oui,0
614,2013-11-05,blond,44.0,15.0,33457.0,M,licence,geologie,65.19,non,0
615,2013-09-10,blond,34.0,14.0,29407.0,M,master,geologie,89.47,non,0
616,2011-12-25,brun,43.0,13.0,41291.0,M,licence,geologie,84.17,oui,0
617,2011-11-10,blond,42.0,8.0,34552.0,M,licence,detective,83.33,oui,0
618,2012-11-17,brun,60.0,12.0,37802.0,M,licence,geologie,55.42,non,0
619,2013-04-17,blond,46.0,11.0,35256.0,M,master,detective,73.89,oui,0
620,2011-09-17,blond,11.0,9.0,35743.0,F,licence,detective,75.01,non,0
621,2012-03-17,roux,38.0,5.0,36580.0,M,bac,geologie,70.0,non,0
622,2014-05-14,chatain,50.0,10.0,32571.0,M,doctorat,forage,71.52,oui,0
623,2012-10-11,brun,39.0,10.0,37654.0,M,master,geologie,67.88,oui,0
624,2013-12-17,brun,32.0,9.0,40343.0,M,licence,geologie,77.24,non,0
625,2013-05-06,blond,30.0,6.0,40304.0,M,licence,detective,47.54,oui,0
626,2011-12-21,brun,45.0,10.0,32101.0,M,master,geologie,69.32,non,1
627,2014-09-12,brun,32.0,6.0,35291.0,F,master,geologie,95.82,non,0
628,2012-09-30,blond,43.0,6.0,32360.0,F,licence,geologie,86.0,non,0
629,2013-05-28,brun,35.0,15.0,39821.0,M,bac,geologie,35.7,non,0
630,2014-06-06,chatain,9.0,13.0,26614.0,F,master,forage,90.51,non,0
631,2014-07-30,chatain,35.0,10.0,35363.0,F,master,forage,68.66,non,0
632,2011-09-10,brun,15.0,10.0,44167.0,M,master,forage,79.36,oui,0
633,2014-03-27,blond,27.0,12.0,35707.0,M,licence,forage,62.08,non,0
634,2012-04-27,blond,42.0,5.0,31629.0,M,master,geologie,87.82,oui,0
635,2013-02-02,roux,48.0,5.0,34594.0,M,licence,geologie,92.31,non,0
636,2012-08-02,blond,28.0,12.0,34467.0,F,licence,detective,87.07,non,0
637,2014-07-23,brun,25.0,9.0,31385.0,F,master,detective,104.57,oui,0
638,2014-08-29,brun,40.0,13.0,37913.0,M,doctorat,detective,74.54,oui,0
639,2012-08-05,brun,30.0,11.0,32333.0,F,licence,archeologie,73.44,non,0
640,2010-01-08,chatain,33.0,10.0,36930.0,M,doctorat,forage,61.99,oui,0
641,2011-11-27,brun,23.0,6.0,32664.0,M,licence,forage,63.38,non,0
642,2011-05-11,blond,20.0,8.0,33990.0,M,doctorat,geologie,86.76,oui,1
643,2012-01-08,blond,39.0,8.0,41603.0,M,bac,forage,45.21,non,0
644,2011-03-22,chatain,28.0,17.0,34096.0,M,master,geologie,54.44,non,0
645,2013-04-09,brun,19.0,7.0,28812.0,M,master,geologie,81.89,non,1
646,2011-11-01,chatain,27.0,6.0,38901.0,M,master,forage,73.48,oui,0
647,2014-02-03,brun,28.0,5.0,31745.0,F,master,forage,78.25,non,0
648,2011-01-19,chatain,31.0,8.0,44825.0,F,master,detective,57.62,oui,0
649,2011-02-07,brun,35.0,9.0,33055.0,M,licence,,51.94,non,0
650,2011-11-03,brun,46.0,11.0,26978.0,F,master,geologie,82.41,non,0
651,2014-09-08,brun,40.0,5.0,33071.0,F,licence,geologie,81.25,non,0
652,2011-12-14,brun,29.0,5.0,34055.0,M,master,forage,59.74,oui,0
653,2012-12-09,blond,37.0,8.0,28818.0,M,master,forage,88.21,non,0
654,2010-06-29,chatain,48.0,14.0,37515.0,F,master,geologie,85.68,non,0
655,2010-10-09,blond,32.0,6.0,33840.0,M,licence,geologie,54.6,non,0
656,2013-03-25,blond,24.0,9.0,28127.0,F,licence,geologie,70.09,non,1
